,CPU,throughput
241,306252.49,0.4
242,289984.65,0.4
243,299003.47,0.4
244,303262.9,0.4
245,293829.77,0.4
246,292451.35,0.4
247,298315.87,0.4
248,308381.49,0.4
249,312734.44,0.4
250,297355.3,0.4
251,301534.32,0.4
252,288823.5,0.4
253,299352.68,0.4
254,289294.45,0.4
255,294123.01,0.4
256,308786.02,0.4
257,309133.91,0.4
258,293121.02,0.4
259,298856.15,0.4
260,278612.0,0.4
261,298618.34,0.4
262,298230.0,0.4
263,312958.33,0.4
264,302925.1,0.4
265,304478.87,0.4
266,312054.5,0.4
267,311563.28,0.4
268,308474.32,0.4
269,301838.15,0.4
270,273560.43,0.4
271,295640.69,0.4
272,306084.94,0.4
273,312288.78,0.4
274,301773.8,0.4
275,287133.68,0.4
276,294506.81,0.4
277,269193.99,0.4
278,311443.46,0.4
279,284355.14,0.4
280,304912.79,0.4
281,299862.24,0.4
282,297855.54,0.4
283,303910.09,0.4
284,308801.01,0.4
285,297418.36,0.4
286,308068.09,0.4
287,308616.9,0.4
288,302582.3,0.4
289,313510.18,0.4
290,297773.16,0.4
291,302701.77,0.4
292,307347.57,0.4
293,302075.0,0.4
294,272610.32,0.4
295,296393.81,0.4
296,305214.9,0.4
297,299500.52,0.4
298,294361.9,0.4
299,275792.39,0.4
300,311902.91,0.4
301,292867.14,0.4
302,287568.98,0.4
303,308286.8,0.4
304,313118.32,0.4
305,287529.76,0.4
306,313184.11,0.4
307,303138.48,0.4
308,292662.01,0.4
309,307868.1,0.4
310,301378.65,0.4
311,303409.79,0.4
312,308062.0,0.4
313,297592.83,0.4
314,313117.56,0.4
315,312478.11,0.4
316,297602.05,0.4
317,302270.1,0.4
318,295796.58,0.4
319,306026.0,0.4
320,321159.01,0.5
321,320008.3,0.5
322,320745.37,0.5
323,330718.67,0.5
324,331486.84,0.5
325,325721.96,0.5
326,324887.32,0.5
327,320910.48,0.5
328,315210.64,0.5
329,317998.25,0.5
330,317334.38,0.5
331,322959.24,0.5
332,321726.15,0.5
333,326790.48,0.5
334,316780.61,0.5
335,316925.47,0.5
336,311887.23,0.5
337,323009.61,0.5
338,312107.15,0.5
339,323717.76,0.5
340,314192.22,0.5
341,323688.15,0.5
342,324053.71,0.5
343,319349.06,0.5
344,315503.65,0.5
345,315038.11,0.5
346,330552.74,0.5
347,314614.47,0.5
348,323788.34,0.5
349,313701.27,0.5
350,320213.13,0.5
351,314750.38,0.5
352,325521.1,0.5
353,314604.46,0.5
354,324714.33,0.5
355,324463.79,0.5
356,317981.61,0.5
357,317435.7,0.5
358,310774.64,0.5
359,315863.39,0.5
360,322395.34,0.5
361,313884.56,0.5
362,313778.18,0.5
363,319591.84,0.5
364,318493.19,0.5
365,318372.42,0.5
366,313146.99,0.5
367,313774.65,0.5
368,314603.74,0.5
369,319680.27,0.5
370,325467.26,0.5
371,320377.39,0.5
372,319000.48,0.5
373,318238.26,0.5
374,313316.99,0.5
375,319164.63,0.5
376,314486.29,0.5
377,314498.53,0.5
378,317984.21,0.5
379,317608.66,0.5
380,316368.48,0.5
381,335441.31,0.5
382,318408.23,0.5
383,327248.41,0.5
384,321785.32,0.5
385,311277.57,0.5
386,312724.17,0.5
387,317041.32,0.5
388,321309.79,0.5
389,320677.81,0.5
390,321126.47,0.5
391,321920.23,0.5
392,332090.14,0.5
393,316706.13,0.5
394,316588.56,0.5
395,316870.49,0.5
396,318244.96,0.5
397,313271.97,0.5
398,318245.34,0.5
399,318516.88,0.5
400,425101.31,0.6
401,420049.35,0.6
402,408952.49,0.6
403,417397.51,0.6
404,434691.85,0.6
405,413456.42,0.6
406,400151.82,0.6
407,416771.22,0.6
408,456143.68,0.6
409,414869.73,0.6
410,424151.08,0.6
411,403894.47,0.6
412,418376.82,0.6
413,418816.33,0.6
414,417482.78,0.6
415,416572.22,0.6
416,405862.63,0.6
417,404987.96,0.6
418,399832.86,0.6
419,407289.29,0.6
420,423176.0,0.6
421,411298.41,0.6
422,414208.85,0.6
423,422333.45,0.6
424,426927.58,0.6
425,416061.36,0.6
426,418458.98,0.6
427,410243.68,0.6
428,415719.6,0.6
429,426291.56,0.6
430,424906.44,0.6
431,412163.94,0.6
432,402145.81,0.6
433,417981.65,0.6
434,412580.84,0.6
435,408055.36,0.6
436,414017.32,0.6
437,425559.91,0.6
438,432683.58,0.6
439,411989.48,0.6
440,410235.57,0.6
441,424477.46,0.6
442,414127.37,0.6
443,424803.29,0.6
444,419638.29,0.6
445,422577.26,0.6
446,412263.84,0.6
447,424061.17,0.6
448,413692.39,0.6
449,422925.37,0.6
450,413838.29,0.6
451,433661.57,0.6
452,409868.07,0.6
453,408004.72,0.6
454,412434.75,0.6
455,403255.38,0.6
456,416985.75,0.6
457,422905.96,0.6
458,419673.6,0.6
459,416410.69,0.6
460,406484.7,0.6
461,414707.49,0.6
462,423011.57,0.6
463,430377.67,0.6
464,413577.35,0.6
465,408905.6,0.6
466,404051.12,0.6
467,432513.78,0.6
468,412419.94,0.6
469,425974.28,0.6
470,407513.95,0.6
471,407461.1,0.6
472,420731.96,0.6
473,422338.12,0.6
474,424421.45,0.6
475,418120.99,0.6
476,418803.95,0.6
477,420201.43,0.6
478,412507.1,0.6
479,411490.78,0.6
480,492234.27,0.7
481,486656.37,0.7
482,491852.71,0.7
483,493957.82,0.7
484,498918.37,0.7
485,473938.04,0.7
486,486621.85,0.7
487,501879.18,0.7
488,517922.62,0.7
489,501227.91,0.7
490,503718.36,0.7
491,508572.5,0.7
492,507585.65,0.7
493,480918.69,0.7
494,527264.76,0.7
495,481531.17,0.7
496,479172.57,0.7
497,493501.52,0.7
498,487337.44,0.7
499,487644.03,0.7
500,483240.12,0.7
501,491347.87,0.7
502,517615.66,0.7
503,511774.77,0.7
504,501079.22,0.7
505,501388.72,0.7
506,479555.2,0.7
507,475370.73,0.7
508,499839.71,0.7
509,491552.79,0.7
510,495295.71,0.7
511,491522.5,0.7
512,476210.48,0.7
513,494704.38,0.7
514,495124.43,0.7
515,479277.58,0.7
516,475601.99,0.7
517,501389.44,0.7
518,482347.3,0.7
519,514897.32,0.7
520,513797.72,0.7
521,512169.3,0.7
522,480657.83,0.7
523,507013.82,0.7
524,502612.59,0.7
525,479261.95,0.7
526,495541.08,0.7
527,494222.78,0.7
528,495894.61,0.7
529,495579.95,0.7
530,512269.66,0.7
531,492121.04,0.7
532,476179.57,0.7
533,481847.71,0.7
534,481616.44,0.7
535,518264.62,0.7
536,484889.37,0.7
537,481555.77,0.7
538,512096.01,0.7
539,475932.43,0.7
540,492292.56,0.7
541,549270.39,0.7
542,515903.21,0.7
543,484960.35,0.7
544,506273.68,0.7
545,500735.55,0.7
546,511485.59,0.7
547,492078.87,0.7
548,504945.3,0.7
549,510803.91,0.7
550,495813.75,0.7
551,498900.8,0.7
552,483256.77,0.7
553,510024.11,0.7
554,492004.02,0.7
555,496758.73,0.7
556,506119.48,0.7
557,498358.04,0.7
558,489610.56,0.7
559,493544.18,0.7
560,582326.96,0.8
561,578977.75,0.8
562,559782.63,0.8
563,555402.7,0.8
564,595230.93,0.8
565,579993.24,0.8
566,574920.43,0.8
567,594465.89,0.8
568,564481.47,0.8
569,581667.77,0.8
570,553219.06,0.8
571,595392.89,0.8
572,585247.83,0.8
573,599052.39,0.8
574,580027.22,0.8
575,571359.22,0.8
576,581480.05,0.8
577,587270.1,0.8
578,583566.3,0.8
579,585022.54,0.8
580,602243.84,0.8
581,594310.54,0.8
582,597024.2,0.8
583,612775.4,0.8
584,591987.52,0.8
585,597607.1,0.8
586,568329.59,0.8
587,559482.82,0.8
588,570924.84,0.8
589,584181.48,0.8
590,591705.7,0.8
591,564231.62,0.8
592,576295.49,0.8
593,581664.68,0.8
594,578601.52,0.8
595,557183.96,0.8
596,572451.05,0.8
597,560591.52,0.8
598,584927.22,0.8
599,601951.53,0.8
600,573485.92,0.8
601,589650.47,0.8
602,621407.74,0.8
603,582072.04,0.8
604,618867.88,0.8
605,578315.0,0.8
606,577608.25,0.8
607,602726.78,0.8
608,573975.26,0.8
609,579632.93,0.8
610,575108.59,0.8
611,591752.33,0.8
612,585628.57,0.8
613,590749.74,0.8
614,574519.54,0.8
615,577142.23,0.8
616,597692.45,0.8
617,584550.43,0.8
618,588575.14,0.8
619,580256.53,0.8
620,582942.78,0.8
621,606519.22,0.8
622,598894.21,0.8
623,591737.08,0.8
624,578873.31,0.8
625,584298.4,0.8
626,568724.38,0.8
627,576659.79,0.8
628,574072.9,0.8
629,583533.48,0.8
630,566857.41,0.8
631,580236.32,0.8
632,574742.26,0.8
633,569770.11,0.8
634,586444.05,0.8
635,576030.22,0.8
636,576806.47,0.8
637,574302.89,0.8
638,582100.16,0.8
639,614541.2,0.8
640,652384.07,0.9
641,645689.37,0.9
642,642793.44,0.9
643,628412.97,0.9
644,642542.9,0.9
645,677729.51,0.9
646,671223.45,0.9
647,672511.45,0.9
648,636779.79,0.9
649,662892.61,0.9
650,638995.37,0.9
651,677569.65,0.9
652,712239.38,0.9
653,621515.0,0.9
654,654930.45,0.9
655,655050.83,0.9
656,659430.03,0.9
657,641056.56,0.9
658,654909.88,0.9
659,652246.07,0.9
660,665437.48,0.9
661,649564.73,0.9
662,675178.97,0.9
663,677217.4,0.9
664,670317.85,0.9
665,657405.01,0.9
666,691138.54,0.9
667,663439.72,0.9
668,679870.35,0.9
669,656657.38,0.9
670,620728.91,0.9
671,626581.5,0.9
672,656958.73,0.9
673,677067.57,0.9
674,646548.42,0.9
675,636905.4,0.9
676,646334.47,0.9
677,652840.55,0.9
678,635577.45,0.9
679,649134.76,0.9
680,660146.16,0.9
681,637212.26,0.9
682,671979.71,0.9
683,656812.65,0.9
684,638645.34,0.9
685,641332.57,0.9
686,703466.17,0.9
687,645738.3,0.9
688,661584.63,0.9
689,676642.17,0.9
690,626105.95,0.9
691,684304.1,0.9
692,664487.25,0.9
693,633378.95,0.9
694,683135.38,0.9
695,634357.84,0.9
696,632821.06,0.9
697,631821.04,0.9
698,638733.92,0.9
699,685342.19,0.9
700,641145.93,0.9
701,654801.7,0.9
702,638857.99,0.9
703,642298.65,0.9
704,670634.01,0.9
705,628709.93,0.9
706,664631.87,0.9
707,675422.6,0.9
708,646086.86,0.9
709,626764.98,0.9
710,647761.19,0.9
711,627733.36,0.9
712,643067.66,0.9
713,660375.66,0.9
714,666048.85,0.9
715,644371.36,0.9
716,619992.85,0.9
717,675554.29,0.9
718,676168.53,0.9
719,665807.32,0.9
720,773089.4,1.0
721,766769.87,1.0
722,760081.54,1.0
723,772450.23,1.0
724,762321.51,1.0
725,767194.99,1.0
726,776068.16,1.0
727,768388.87,1.0
728,776388.43,1.0
729,778334.06,1.0
730,772514.72,1.0
731,776174.18,1.0
732,786490.51,1.0
733,773736.6,1.0
734,782893.36,1.0
735,773871.68,1.0
736,757852.81,1.0
737,771544.06,1.0
738,771402.88,1.0
739,778072.06,1.0
740,761384.13,1.0
741,770145.12,1.0
742,773052.56,1.0
743,758249.83,1.0
744,778199.42,1.0
745,762692.91,1.0
746,771315.82,1.0
747,755133.91,1.0
748,769116.04,1.0
749,783791.91,1.0
750,754633.19,1.0
751,763997.61,1.0
752,774874.99,1.0
753,762140.96,1.0
754,776478.29,1.0
755,766197.5,1.0
756,762353.98,1.0
757,759661.0,1.0
758,775877.17,1.0
759,765948.01,1.0
760,759269.37,1.0
761,759858.63,1.0
762,771491.8,1.0
763,778395.7,1.0
764,760066.58,1.0
765,767962.81,1.0
766,774503.36,1.0
767,779330.59,1.0
768,762096.69,1.0
769,763033.06,1.0
770,773618.4,1.0
771,769453.87,1.0
772,756734.9,1.0
773,762724.15,1.0
774,749589.85,1.0
775,778040.43,1.0
776,785364.97,1.0
777,765450.25,1.0
778,771864.88,1.0
779,755284.92,1.0
780,761456.87,1.0
781,767223.08,1.0
782,776766.64,1.0
783,755433.95,1.0
784,781085.73,1.0
785,764603.79,1.0
786,766687.47,1.0
787,777950.45,1.0
788,769510.63,1.0
789,773845.3,1.0
790,759533.42,1.0
791,767180.34,1.0
792,764765.68,1.0
793,775175.45,1.0
794,768909.14,1.0
795,771364.49,1.0
796,758130.5,1.0
797,784250.01,1.0
798,762457.0,1.0
799,782786.3,1.0
